,price,quantity,symbol,timestamp,is_buy,price_next,target
270,1597.93,0.22912,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.93,0
271,1597.93,0.08088,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.93,0
272,1597.93,0.13012,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.93,0
273,1597.93,0.005,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.93,0
274,1597.93,0.005,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.91,0
275,1597.91,0.02797,ETHUSDT,2025-04-12 09:44:04+00:00,0,1597.69,0
1215,1597.69,0.02167,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.69,0
1216,1597.69,0.20379,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.69,0
1217,1597.69,2.18257,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.69,0
1218,1597.69,0.0313,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.71,1
1219,1597.71,0.03503,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.72,1
1222,1597.72,1.25627,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.75,1
1223,1597.75,0.07,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.75,0
1224,1597.75,7e-05,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.76,1
1225,1597.76,0.13153,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.76,0
1226,1597.76,8e-05,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.78,1
1227,1597.78,0.07006,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.81,1
1228,1597.81,0.06957,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.81,0
1229,1597.81,0.18773,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.81,0
1230,1597.81,1e-05,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.82,1
1231,1597.82,0.17515,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.83,1
1232,1597.83,0.0282,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.85,1
1233,1597.85,0.01205,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.85,0
1234,1597.85,0.54235,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,1
1309,1597.87,2.23551,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1341,1597.87,0.211,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1349,1597.87,0.46994,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1351,1597.87,0.211,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1352,1597.87,0.8121,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1357,1597.87,1.92157,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1358,1597.87,0.98093,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1359,1597.87,0.54258,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1360,1597.87,0.211,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
1361,1597.87,2.42503,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.89,1
1362,1597.89,0.00935,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.94,1
1387,1597.94,0.0239,ETHUSDT,2025-04-12 09:44:04+00:00,1,1597.87,0
300,1597.87,0.005,ETHUSDT,2025-04-12 09:44:05+00:00,0,1597.87,0
301,1597.87,0.005,ETHUSDT,2025-04-12 09:44:05+00:00,0,1597.82,0
406,1597.82,0.005,ETHUSDT,2025-04-12 09:44:07+00:00,1,1597.82,0
407,1597.82,0.005,ETHUSDT,2025-04-12 09:44:07+00:00,1,1597.82,0
408,1597.82,0.37383,ETHUSDT,2025-04-12 09:44:07+00:00,1,1597.92,1
357,1597.92,0.005,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
358,1597.92,0.005,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
359,1597.92,0.0313,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
360,1597.92,0.58452,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
361,1597.92,0.62582,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
362,1597.92,0.16554,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
363,1597.92,0.211,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
364,1597.92,1.935,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
365,1597.92,1.65824,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
367,1597.92,0.27676,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
368,1597.92,0.34906,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
369,1597.92,0.2513,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.92,0
370,1597.92,0.33652,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.94,1
371,1597.94,3e-05,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.94,0
372,1597.94,0.03499,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.96,1
373,1597.96,1.25163,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.98,1
374,1597.98,0.06999,ETHUSDT,2025-04-12 09:44:10+00:00,1,1597.98,0
460,1597.98,0.02298,ETHUSDT,2025-04-12 09:44:13+00:00,0,1597.98,0
423,1597.98,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
424,1597.98,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
425,1597.98,0.03185,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
426,1597.98,0.14815,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
427,1597.98,0.10238,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
428,1597.98,0.07762,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
429,1597.98,0.16489,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
430,1597.98,0.01511,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
431,1597.98,0.18,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
432,1597.98,0.13712,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
433,1597.98,0.04288,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
434,1597.98,0.18,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
435,1597.98,0.31,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
436,1597.98,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.98,0
437,1597.98,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.96,0
438,1597.96,0.02798,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.92,0
439,1597.92,0.05596,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.92,0
500,1597.92,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.92,0
501,1597.92,0.005,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.9,0
504,1597.9,0.0279,ETHUSDT,2025-04-12 09:44:17+00:00,0,1597.77,0
516,1597.77,0.04971,ETHUSDT,2025-04-12 09:44:20+00:00,0,1597.77,0
1746,1597.77,0.00492,ETHUSDT,2025-04-12 09:44:21+00:00,0,1597.77,0
1747,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:21+00:00,0,1597.77,0
1748,1597.77,0.00178,ETHUSDT,2025-04-12 09:44:21+00:00,0,1597.77,0
1521,1597.77,0.02952,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1522,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1523,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1524,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1525,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1526,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1527,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1528,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1529,1597.77,0.30636,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,0
1530,1597.77,0.038,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.75,0
1531,1597.75,0.02797,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.73,0
1532,1597.73,0.20047,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.71,0
1533,1597.71,0.05595,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.69,0
1534,1597.69,1.0,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.69,0
1535,1597.69,0.01,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.68,0
1536,1597.68,0.06746,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.67,0
1537,1597.67,0.1399,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.63,0
1538,1597.63,0.2798,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.6,0
1539,1597.6,0.00313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.6,0
1540,1597.6,0.71162,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.59,0
1541,1597.59,0.27981,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.59,0
1542,1597.59,0.00811,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.56,0
1543,1597.56,0.0047,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.55,0
1544,1597.55,0.27982,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.53,0
1545,1597.53,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.52,0
1546,1597.52,0.03183,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.52,0
1547,1597.52,0.03183,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.77,1
1550,1597.77,0.0313,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.52,0
1567,1597.52,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.5,0
1568,1597.5,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.49,0
1569,1597.49,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.46,0
1580,1597.46,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.44,0
1581,1597.44,0.62601,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1582,1597.43,0.20488,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1589,1597.43,0.07867,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1590,1597.43,0.08531,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1591,1597.43,0.08628,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1592,1597.43,0.01171,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.43,0
1593,1597.43,0.13315,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.42,0
1594,1597.42,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.41,0
1595,1597.41,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1596,1597.4,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1597,1597.4,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1598,1597.4,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1599,1597.4,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1600,1597.4,0.08,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1601,1597.4,0.4615,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1604,1597.4,0.11768,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.4,0
1615,1597.4,0.02082,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.36,0
1616,1597.36,0.10864,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.36,0
1617,1597.36,0.11675,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.34,0
1626,1597.34,0.03183,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.34,0
1627,1597.34,0.03884,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.29,0
1628,1597.29,0.0064,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.29,0
1629,1597.29,0.02,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.29,0
1630,1597.29,0.1133,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.29,0
1631,1597.29,0.0713,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.29,0
1632,1597.29,0.01253,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1634,1597.28,0.00785,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1636,1597.28,0.00785,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1638,1597.28,0.0078,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1639,1597.28,0.0078,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1641,1597.28,0.0078,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.28,0
1642,1597.28,0.46309,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.25,0
1643,1597.25,0.05351,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.25,0
1647,1597.25,0.54649,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.2,0
1648,1597.2,0.00314,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.2,0
1649,1597.2,0.31,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.2,0
1650,1597.2,0.31,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.2,0
1651,1597.2,0.07037,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.19,0
1652,1597.19,0.6,ETHUSDT,2025-04-12 09:44:23+00:00,0,1597.1,0
1727,1597.1,0.005,ETHUSDT,2025-04-12 09:44:24+00:00,1,1597.1,0
1728,1597.1,0.005,ETHUSDT,2025-04-12 09:44:24+00:00,1,1597.1,0
1729,1597.1,0.01253,ETHUSDT,2025-04-12 09:44:24+00:00,1,1597.1,0
1730,1597.1,0.19582,ETHUSDT,2025-04-12 09:44:24+00:00,1,1597.1,0
579,1597.1,0.0392,ETHUSDT,2025-04-12 09:44:26+00:00,1,1597.09,0
521,1597.09,0.07183,ETHUSDT,2025-04-12 09:44:28+00:00,0,1597.09,0
522,1597.09,0.005,ETHUSDT,2025-04-12 09:44:28+00:00,0,1597.09,0
523,1597.09,0.005,ETHUSDT,2025-04-12 09:44:28+00:00,0,1597.07,0
524,1597.07,0.0279,ETHUSDT,2025-04-12 09:44:28+00:00,0,1597.0,0
525,1597.0,1.40002,ETHUSDT,2025-04-12 09:44:28+00:00,0,1596.97,0
530,1596.97,0.0223,ETHUSDT,2025-04-12 09:44:28+00:00,0,1596.97,0
533,1596.97,7e-05,ETHUSDT,2025-04-12 09:44:28+00:00,0,1596.97,0
534,1596.97,0.00394,ETHUSDT,2025-04-12 09:44:28+00:00,0,1596.97,0
535,1596.97,0.00859,ETHUSDT,2025-04-12 09:44:28+00:00,0,1596.85,0
551,1596.85,0.07703,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
552,1596.85,0.31,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
553,1596.85,0.31,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
554,1596.85,0.31,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
555,1596.85,0.31,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
556,1596.85,0.31,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
557,1596.85,0.038,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.85,0
558,1596.85,0.03132,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.82,0
559,1596.82,0.0279,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.8,0
560,1596.8,0.00314,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.8,0
561,1596.8,1.0,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.8,0
562,1596.8,0.01,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.78,0
563,1596.78,0.05581,ETHUSDT,2025-04-12 09:44:29+00:00,0,1596.63,0
1787,1596.63,0.0007,ETHUSDT,2025-04-12 09:44:32+00:00,1,1596.63,0
1765,1596.63,0.03059,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1766,1596.63,0.03132,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1767,1596.63,0.03131,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1768,1596.63,0.005,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1769,1596.63,0.005,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1770,1596.63,0.038,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1771,1596.63,0.47464,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1772,1596.63,0.01028,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1779,1596.63,0.03062,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.63,0
1780,1596.63,0.00068,ETHUSDT,2025-04-12 09:44:34+00:00,1,1596.62,0
642,1596.62,0.10222,ETHUSDT,2025-04-12 09:44:38+00:00,0,1596.62,0
649,1596.62,0.00763,ETHUSDT,2025-04-12 09:44:40+00:00,0,1596.62,0
1792,1596.62,0.20015,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1793,1596.62,0.31,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1794,1596.62,0.31,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1795,1596.62,0.038,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1796,1596.62,0.03132,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1797,1596.62,0.005,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1798,1596.62,0.005,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1799,1596.62,0.08123,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1800,1596.62,0.03033,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1801,1596.62,1.935,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1802,1596.62,1.935,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.62,0
1803,1596.62,0.211,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.59,0
1804,1596.59,0.0279,ETHUSDT,2025-04-12 09:44:43+00:00,0,1596.63,1
704,1596.63,0.20072,ETHUSDT,2025-04-12 09:44:44+00:00,1,1596.63,0
705,1596.63,0.0498,ETHUSDT,2025-04-12 09:44:44+00:00,1,1596.63,0
652,1596.63,0.22355,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
653,1596.63,0.07645,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
654,1596.63,0.01253,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
655,1596.63,0.44233,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
656,1596.63,2.50622,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
657,1596.63,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
658,1596.63,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.63,0
659,1596.63,0.07136,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.65,1
660,1596.65,0.03514,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.68,1
661,1596.68,0.02985,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.68,0
662,1596.68,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.68,0
663,1596.68,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.69,1
664,1596.69,0.12707,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.69,0
665,1596.69,0.15946,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.69,0
666,1596.69,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.69,0
667,1596.69,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.74,1
668,1596.74,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.74,0
669,1596.74,0.005,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.74,0
670,1596.74,0.18,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.74,0
688,1596.74,0.04506,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.74,0
689,1596.74,0.01493,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.78,1
690,1596.78,0.01277,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.78,0
691,1596.78,0.17723,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.8,1
692,1596.8,0.00314,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.85,1
706,1596.85,0.00747,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.85,0
707,1596.85,0.06253,ETHUSDT,2025-04-12 09:44:45+00:00,1,1596.84,0
1835,1596.84,0.026,ETHUSDT,2025-04-12 09:44:50+00:00,0,1596.85,1
1850,1596.85,0.03132,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1851,1596.85,0.41378,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1852,1596.85,0.038,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1853,1596.85,0.2,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1854,1596.85,0.211,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1855,1596.85,1.375,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1856,1596.85,1.935,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.85,0
1857,1596.85,0.60036,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.87,1
1858,1596.87,0.03514,ETHUSDT,2025-04-12 09:44:56+00:00,1,1596.96,1
1911,1596.96,0.005,ETHUSDT,2025-04-12 09:44:56+00:00,0,1596.96,0
1912,1596.96,0.005,ETHUSDT,2025-04-12 09:44:56+00:00,0,1596.94,0
1913,1596.94,0.02789,ETHUSDT,2025-04-12 09:44:56+00:00,0,1596.9,0
718,1596.9,0.005,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.9,0
719,1596.9,0.005,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.9,0
720,1596.9,0.0313,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.9,0
721,1596.9,2e-05,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.88,0
722,1596.88,0.02778,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.88,0
723,1596.88,0.00011,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.84,0
724,1596.84,0.0557,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.8,0
761,1596.8,0.00314,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.8,0
762,1596.8,0.005,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.8,0
763,1596.8,0.00496,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.8,0
764,1596.8,4e-05,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.78,0
765,1596.78,0.02789,ETHUSDT,2025-04-12 09:44:58+00:00,0,1596.91,1
1933,1596.91,1e-05,ETHUSDT,2025-04-12 09:44:58+00:00,1,1596.91,0
1934,1596.91,0.62613,ETHUSDT,2025-04-12 09:44:58+00:00,1,1596.98,1
2030,1596.98,0.01,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2072,1596.75,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2073,1596.75,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2074,1596.75,0.21609,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2075,1596.75,0.27224,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2076,1596.75,0.06889,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2077,1596.75,0.17895,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2078,1596.75,0.08447,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2080,1596.75,0.03658,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2081,1596.75,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.75,0
2082,1596.75,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.77,1
2083,1596.77,0.03515,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.77,0
2084,1596.77,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.77,0
2085,1596.77,0.005,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.8,1
2086,1596.8,0.00314,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.84,1
2087,1596.84,0.02707,ETHUSDT,2025-04-12 09:45:02+00:00,1,1596.99,1
2096,1596.99,1.0,ETHUSDT,2025-04-12 09:45:03+00:00,1,1597.01,1
2114,1597.01,0.0007,ETHUSDT,2025-04-12 09:45:03+00:00,1,1597.01,0
2123,1597.01,0.00626,ETHUSDT,2025-04-12 09:45:03+00:00,1,1597.0,0
2128,1597.0,0.01253,ETHUSDT,2025-04-12 09:45:04+00:00,0,1597.0,0
2129,1597.0,0.005,ETHUSDT,2025-04-12 09:45:04+00:00,0,1597.0,0
2130,1597.0,0.005,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.84,0
2132,1596.84,0.005,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.84,0
2133,1596.84,0.005,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.84,0
2134,1596.84,0.31,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.84,0
2135,1596.84,0.31,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.84,0
2136,1596.84,0.31,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.82,0
2137,1596.82,0.02789,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.8,0
2138,1596.8,0.00314,ETHUSDT,2025-04-12 09:45:04+00:00,0,1596.85,1
2146,1596.85,0.19,ETHUSDT,2025-04-12 09:45:04+00:00,1,1596.78,0
895,1596.78,0.005,ETHUSDT,2025-04-12 09:45:05+00:00,0,1596.78,0
896,1596.78,0.005,ETHUSDT,2025-04-12 09:45:05+00:00,0,1596.78,0
897,1596.78,0.03132,ETHUSDT,2025-04-12 09:45:05+00:00,0,1596.76,0
898,1596.76,0.02789,ETHUSDT,2025-04-12 09:45:05+00:00,0,1596.59,0
903,1596.59,0.005,ETHUSDT,2025-04-12 09:45:05+00:00,1,1596.59,0
904,1596.59,0.24969,ETHUSDT,2025-04-12 09:45:05+00:00,1,1596.58,0
825,1596.58,0.005,ETHUSDT,2025-04-12 09:45:06+00:00,0,1596.58,0
826,1596.58,0.005,ETHUSDT,2025-04-12 09:45:06+00:00,0,1596.58,0
827,1596.58,0.31,ETHUSDT,2025-04-12 09:45:06+00:00,0,1596.58,0
828,1596.58,0.31,ETHUSDT,2025-04-12 09:45:06+00:00,0,1596.58,0
