,price,quantity,symbol,timestamp,is_buy,price_next,target
24,139.51,0.103,AAVEUSDT,2025-04-12 09:43:35+00:00,0,139.51,0
25,139.51,0.044,AAVEUSDT,2025-04-12 09:43:35+00:00,0,139.5,0
29,139.5,0.148,AAVEUSDT,2025-04-12 09:43:35+00:00,0,139.48,0
32,139.48,0.093,AAVEUSDT,2025-04-12 09:43:35+00:00,0,139.48,0
33,139.48,0.057,AAVEUSDT,2025-04-12 09:43:35+00:00,0,139.49,1
59,139.49,0.152,AAVEUSDT,2025-04-12 09:43:44+00:00,1,139.49,0
60,139.49,1.282,AAVEUSDT,2025-04-12 09:43:44+00:00,1,139.49,0
61,139.49,0.293,AAVEUSDT,2025-04-12 09:43:44+00:00,1,139.5,1
97,139.5,0.171,AAVEUSDT,2025-04-12 09:43:52+00:00,0,139.47,0
1108,139.47,0.054,AAVEUSDT,2025-04-12 09:43:54+00:00,0,139.47,0
1151,139.47,3.295,AAVEUSDT,2025-04-12 09:43:55+00:00,1,139.47,0
1152,139.47,1.435,AAVEUSDT,2025-04-12 09:43:55+00:00,1,139.47,0
1153,139.47,1.435,AAVEUSDT,2025-04-12 09:43:55+00:00,1,139.47,0
1154,139.47,1.435,AAVEUSDT,2025-04-12 09:43:55+00:00,1,139.48,1
1413,139.48,1.042,AAVEUSDT,2025-04-12 09:44:03+00:00,1,139.48,0
1425,139.48,0.054,AAVEUSDT,2025-04-12 09:44:03+00:00,1,139.48,0
1426,139.48,0.086,AAVEUSDT,2025-04-12 09:44:03+00:00,1,139.48,0
1427,139.48,0.057,AAVEUSDT,2025-04-12 09:44:03+00:00,1,139.48,0
1428,139.48,13.104,AAVEUSDT,2025-04-12 09:44:03+00:00,1,139.51,1
248,139.51,0.154,AAVEUSDT,2025-04-12 09:44:04+00:00,0,139.5,0
1297,139.5,0.079,AAVEUSDT,2025-04-12 09:44:04+00:00,1,139.5,0
1299,139.5,0.073,AAVEUSDT,2025-04-12 09:44:04+00:00,1,139.51,1
1300,139.51,0.006,AAVEUSDT,2025-04-12 09:44:04+00:00,1,139.51,0
1301,139.51,0.079,AAVEUSDT,2025-04-12 09:44:04+00:00,1,139.51,0
1302,139.51,0.065,AAVEUSDT,2025-04-12 09:44:04+00:00,1,139.46,0
1548,139.46,0.137,AAVEUSDT,2025-04-12 09:44:23+00:00,0,139.46,0
1551,139.46,2.0,AAVEUSDT,2025-04-12 09:44:23+00:00,0,139.45,0
1579,139.45,0.153,AAVEUSDT,2025-04-12 09:44:23+00:00,0,139.44,0
1586,139.44,0.169,AAVEUSDT,2025-04-12 09:44:23+00:00,0,139.43,0
1588,139.43,2.42,AAVEUSDT,2025-04-12 09:44:23+00:00,0,139.37,0
564,139.37,0.486,AAVEUSDT,2025-04-12 09:44:26+00:00,0,139.37,0
565,139.37,0.072,AAVEUSDT,2025-04-12 09:44:26+00:00,0,139.37,0
566,139.37,0.764,AAVEUSDT,2025-04-12 09:44:26+00:00,0,139.37,0
567,139.37,0.678,AAVEUSDT,2025-04-12 09:44:26+00:00,0,139.31,0
2016,139.31,0.162,AAVEUSDT,2025-04-12 09:45:02+00:00,1,139.32,1
2094,139.32,0.162,AAVEUSDT,2025-04-12 09:45:03+00:00,1,139.32,0
2095,139.32,0.411,AAVEUSDT,2025-04-12 09:45:03+00:00,1,139.32,0
2097,139.32,0.749,AAVEUSDT,2025-04-12 09:45:03+00:00,1,139.32,0
2098,139.32,0.678,AAVEUSDT,2025-04-12 09:45:03+00:00,1,139.32,0
2099,139.32,0.382,AAVEUSDT,2025-04-12 09:45:03+00:00,1,139.31,0
911,139.31,0.107,AAVEUSDT,2025-04-12 09:45:07+00:00,1,139.31,0
2328,139.31,1.929,AAVEUSDT,2025-04-12 09:45:11+00:00,1,139.32,1
2350,139.32,0.162,AAVEUSDT,2025-04-12 09:45:11+00:00,1,139.33,1
2352,139.33,0.079,AAVEUSDT,2025-04-12 09:45:11+00:00,1,139.34,1
2528,139.34,0.138,AAVEUSDT,2025-04-12 09:45:12+00:00,0,139.33,0
2590,139.33,0.122,AAVEUSDT,2025-04-12 09:45:20+00:00,0,139.27,0
3034,139.27,0.08,AAVEUSDT,2025-04-12 09:45:33+00:00,1,139.29,1
3110,139.29,0.06,AAVEUSDT,2025-04-12 09:45:34+00:00,1,139.29,0
3111,139.29,0.06,AAVEUSDT,2025-04-12 09:45:34+00:00,1,139.29,0
3112,139.29,0.017,AAVEUSDT,2025-04-12 09:45:34+00:00,1,139.28,0
3425,139.28,0.06,AAVEUSDT,2025-04-12 09:45:57+00:00,1,139.28,0
3426,139.28,0.058,AAVEUSDT,2025-04-12 09:45:57+00:00,1,139.28,0
3427,139.28,0.02,AAVEUSDT,2025-04-12 09:45:57+00:00,1,139.31,1
3584,139.31,0.085,AAVEUSDT,2025-04-12 09:46:03+00:00,0,139.31,0
3585,139.31,0.087,AAVEUSDT,2025-04-12 09:46:03+00:00,0,139.31,0
3586,139.31,0.087,AAVEUSDT,2025-04-12 09:46:03+00:00,0,139.31,0
3587,139.31,0.087,AAVEUSDT,2025-04-12 09:46:03+00:00,0,139.31,0
3588,139.31,0.087,AAVEUSDT,2025-04-12 09:46:03+00:00,0,139.3,0
3666,139.3,0.137,AAVEUSDT,2025-04-12 09:46:06+00:00,0,139.29,0
3690,139.29,0.148,AAVEUSDT,2025-04-12 09:46:08+00:00,0,139.28,0
3691,139.28,0.165,AAVEUSDT,2025-04-12 09:46:08+00:00,0,139.27,0
3787,139.27,0.094,AAVEUSDT,2025-04-12 09:46:14+00:00,1,139.28,1
3932,139.28,0.062,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.28,0
3933,139.28,0.062,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.28,0
3934,139.28,0.044,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.29,1
3952,139.29,0.165,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.3,1
3967,139.3,0.057,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.3,0
3971,139.3,0.081,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.3,0
3973,139.3,0.011,AAVEUSDT,2025-04-12 09:46:16+00:00,1,139.36,1
4415,139.36,0.057,AAVEUSDT,2025-04-12 09:46:23+00:00,0,139.36,0
4416,139.36,0.073,AAVEUSDT,2025-04-12 09:46:23+00:00,0,139.36,0
4417,139.36,0.021,AAVEUSDT,2025-04-12 09:46:23+00:00,0,139.35,0
4418,139.35,0.036,AAVEUSDT,2025-04-12 09:46:23+00:00,0,139.35,0
4583,139.35,0.116,AAVEUSDT,2025-04-12 09:46:25+00:00,0,139.35,0
4584,139.35,0.047,AAVEUSDT,2025-04-12 09:46:25+00:00,0,139.3,0
4836,139.3,0.172,AAVEUSDT,2025-04-12 09:46:27+00:00,0,139.3,0
120,0.6331,7.89,ADAUSDT,2025-04-12 09:43:50+00:00,1,0.633,0
117,0.633,9.54,ADAUSDT,2025-04-12 09:43:53+00:00,0,0.633,0
1103,0.633,776.55,ADAUSDT,2025-04-12 09:43:54+00:00,0,0.6332,1
1198,0.6332,7.89,ADAUSDT,2025-04-12 09:43:57+00:00,1,0.6333,1
404,0.6333,699.4,ADAUSDT,2025-04-12 09:44:07+00:00,1,0.6333,0
405,0.6333,880.87,ADAUSDT,2025-04-12 09:44:07+00:00,1,0.6332,0
1624,0.6332,79.6,ADAUSDT,2025-04-12 09:44:23+00:00,1,0.6331,0
651,0.6331,23.69,ADAUSDT,2025-04-12 09:44:36+00:00,1,0.6331,0
1931,0.6331,18.11,ADAUSDT,2025-04-12 09:44:57+00:00,1,0.6331,0
2015,0.6331,790.2,ADAUSDT,2025-04-12 09:45:02+00:00,1,0.6331,0
2264,0.6331,267.31,ADAUSDT,2025-04-12 09:45:11+00:00,1,0.6331,0
2495,0.6331,315.9,ADAUSDT,2025-04-12 09:45:12+00:00,1,0.6329,0
2571,0.6329,79.6,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2572,0.6329,412.76,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2573,0.6329,316.04,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2574,0.6329,316.04,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2575,0.6329,316.04,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2576,0.6329,44.52,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6329,0
2577,0.6329,271.52,ADAUSDT,2025-04-12 09:45:14+00:00,1,0.6325,0
2938,0.6325,699.4,ADAUSDT,2025-04-12 09:45:33+00:00,1,0.6326,1
3095,0.6326,7.91,ADAUSDT,2025-04-12 09:45:34+00:00,1,0.6328,1
3106,0.6328,18.16,ADAUSDT,2025-04-12 09:45:34+00:00,1,0.6329,1
3160,0.6329,39.37,ADAUSDT,2025-04-12 09:45:39+00:00,1,0.6328,0
3169,0.6328,1485.0,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6328,0
3170,0.6328,2000.0,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6328,0
3171,0.6328,11801.92,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6328,0
3172,0.6328,16182.54,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3173,0.6327,1039.59,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3174,0.6327,1485.0,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3175,0.6327,1363.37,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3176,0.6327,790.57,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3177,0.6327,911.13,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3178,0.6327,1485.0,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3179,0.6327,17766.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3180,0.6327,5266.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3181,0.6327,5266.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3182,0.6327,5266.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3183,0.6327,5266.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3184,0.6327,5266.65,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6327,0
3185,0.6327,17355.98,ADAUSDT,2025-04-12 09:45:44+00:00,0,0.6328,1
3228,0.6328,79.6,ADAUSDT,2025-04-12 09:45:46+00:00,1,0.6327,0
3272,0.6327,1485.0,ADAUSDT,2025-04-12 09:45:49+00:00,0,0.6327,0
3273,0.6327,669.16,ADAUSDT,2025-04-12 09:45:49+00:00,0,0.6327,0
3241,0.6327,157.95,ADAUSDT,2025-04-12 09:45:52+00:00,1,0.6329,1
3557,0.6329,98.93,ADAUSDT,2025-04-12 09:46:04+00:00,0,0.633,1
3610,0.633,7.9,ADAUSDT,2025-04-12 09:46:04+00:00,1,0.633,0
3611,0.633,1658.9,ADAUSDT,2025-04-12 09:46:04+00:00,1,0.633,0
3651,0.633,15.8,ADAUSDT,2025-04-12 09:46:05+00:00,0,0.633,0
3652,0.633,304.23,ADAUSDT,2025-04-12 09:46:05+00:00,0,0.633,0
3654,0.633,960.09,ADAUSDT,2025-04-12 09:46:05+00:00,0,0.6329,0
3667,0.6329,359.52,ADAUSDT,2025-04-12 09:46:06+00:00,0,0.6329,0
3671,0.6329,359.52,ADAUSDT,2025-04-12 09:46:06+00:00,0,0.6332,1
4004,0.6332,600.32,ADAUSDT,2025-04-12 09:46:16+00:00,1,0.6333,1
4458,0.6333,1264.32,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6333,0
4459,0.6333,173.81,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6333,0
4460,0.6333,1485.0,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6333,0
4461,0.6333,17766.65,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6333,0
4462,0.6333,16182.54,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6333,0
4463,0.6333,11801.92,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4464,0.6332,1485.0,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4465,0.6332,1485.0,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4466,0.6332,11.85,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4467,0.6332,62.59,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4468,0.6332,7.9,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4469,0.6332,911.13,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4470,0.6332,445.99,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4471,0.6332,21.39,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4472,0.6332,312.16,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4473,0.6332,16182.54,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4474,0.6332,5262.49,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4475,0.6332,5262.49,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4476,0.6332,5262.49,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4477,0.6332,5262.49,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4478,0.6332,5262.49,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4479,0.6332,4087.76,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6332,0
4550,0.6332,1485.0,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.6331,0
4591,0.6331,11.85,ADAUSDT,2025-04-12 09:46:25+00:00,0,0.633,0
4894,0.633,11.85,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4895,0.633,11.85,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4896,0.633,438.2,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4897,0.633,1046.8,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4898,0.633,312.16,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4899,0.633,692.76,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.633,0
4900,0.633,173.81,ADAUSDT,2025-04-12 09:46:27+00:00,0,0.6329,0
4667,0.6329,326.86,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4668,0.6328,11.85,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4669,0.6328,7.91,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4670,0.6328,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4671,0.6328,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4672,0.6328,692.76,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4673,0.6328,312.16,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4674,0.6328,229.14,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6328,0
4675,0.6328,326.86,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6327,0
4715,0.6327,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6327,0
4716,0.6327,11.86,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6327,0
4717,0.6327,11.85,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6327,0
4718,0.6327,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6327,0
4719,0.6327,2421.12,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,1
4840,0.6329,911.13,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4841,0.6329,11.85,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4842,0.6329,486.2,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4843,0.6329,2363.92,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4844,0.6329,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4845,0.6329,312.16,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4846,0.6329,692.76,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6329,0
4847,0.6329,1485.0,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6326,0
4903,0.6326,11.86,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6326,0
4904,0.6326,0.28,ADAUSDT,2025-04-12 09:46:28+00:00,0,0.6326,0
4743,0.6326,31.59,ADAUSDT,2025-04-12 09:46:31+00:00,0,0.6326,0
4744,0.6326,2421.69,ADAUSDT,2025-04-12 09:46:31+00:00,0,0.6326,0
4745,0.6326,401.0,ADAUSDT,2025-04-12 09:46:31+00:00,0,0.6326,0
4746,0.6326,312.16,ADAUSDT,2025-04-12 09:46:31+00:00,0,0.6326,0
4747,0.6326,79.02,ADAUSDT,2025-04-12 09:46:31+00:00,0,0.6326,0
1818,0.793,337.5,AGLDUSDT,2025-04-12 09:44:42+00:00,0,0.792,0
1819,0.792,247.83,AGLDUSDT,2025-04-12 09:44:42+00:00,0,0.792,0
1820,0.792,172.57,AGLDUSDT,2025-04-12 09:44:42+00:00,0,0.793,1
2917,0.793,357.48,AGLDUSDT,2025-04-12 09:45:33+00:00,0,0.793,0
43,0.1828,40.17,ALGOUSDT,2025-04-12 09:43:37+00:00,1,0.1828,0
1074,0.1828,19.13,ALGOUSDT,2025-04-12 09:43:43+00:00,1,0.1827,0
1137,0.1827,3577.35,ALGOUSDT,2025-04-12 09:43:54+00:00,0,0.1827,0
1185,0.1827,3600.0,ALGOUSDT,2025-04-12 09:43:56+00:00,1,0.1827,0
462,0.1827,821.01,ALGOUSDT,2025-04-12 09:44:16+00:00,0,0.1827,0
422,0.1827,54.73,ALGOUSDT,2025-04-12 09:44:17+00:00,0,0.1827,0
615,0.1827,88.23,ALGOUSDT,2025-04-12 09:44:29+00:00,1,0.1826,0
3600,0.1826,3600.0,ALGOUSDT,2025-04-12 09:46:03+00:00,1,0.1826,0
3601,0.1826,761.8,ALGOUSDT,2025-04-12 09:46:03+00:00,1,0.1827,1
3845,0.1827,491.04,ALGOUSDT,2025-04-12 09:46:16+00:00,1,0.1827,0
4659,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4660,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4661,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4662,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4663,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4664,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
4665,0.017,941.0,ANKRUSDT,2025-04-12 09:46:28+00:00,0,0.017,0
115,4.236,49.5,ATOMUSDT,2025-04-12 09:43:53+00:00,0,4.236,0
145,4.236,1.772,ATOMUSDT,2025-04-12 09:43:59+00:00,1,4.237,1
990,4.237,244.656,ATOMUSDT,2025-04-12 09:45:08+00:00,1,4.237,0
991,4.237,74.25,ATOMUSDT,2025-04-12 09:45:08+00:00,1,4.237,0
992,4.237,5.665,ATOMUSDT,2025-04-12 09:45:08+00:00,1,4.238,1
976,4.238,1.771,ATOMUSDT,2025-04-12 09:45:09+00:00,1,4.239,1
2257,4.239,50.0,ATOMUSDT,2025-04-12 09:45:11+00:00,1,4.236,0
2860,4.236,74.25,ATOMUSDT,2025-04-12 09:45:29+00:00,0,4.235,0
2901,4.235,59.652,ATOMUSDT,2025-04-12 09:45:33+00:00,0,4.235,0
2902,4.235,14.598,ATOMUSDT,2025-04-12 09:45:33+00:00,0,4.235,0
2908,4.235,74.25,ATOMUSDT,2025-04-12 09:45:33+00:00,0,4.235,0
2909,4.235,51.272,ATOMUSDT,2025-04-12 09:45:33+00:00,0,4.234,0
3260,4.234,2.731,ATOMUSDT,2025-04-12 09:45:50+00:00,0,4.234,0
3261,4.234,1.861,ATOMUSDT,2025-04-12 09:45:50+00:00,0,4.233,0
1134,19.09,1.627,AVAXUSDT,2025-04-12 09:43:54+00:00,0,19.09,0
1135,19.09,0.114,AVAXUSDT,2025-04-12 09:43:54+00:00,0,19.09,0
1136,19.09,1.375,AVAXUSDT,2025-04-12 09:43:54+00:00,0,19.09,0
1411,19.09,1.751,AVAXUSDT,2025-04-12 09:44:03+00:00,1,19.09,0
1412,19.09,15.475,AVAXUSDT,2025-04-12 09:44:03+00:00,1,19.1,1
1607,19.1,1.465,AVAXUSDT,2025-04-12 09:44:23+00:00,0,19.1,0
1608,19.1,0.103,AVAXUSDT,2025-04-12 09:44:23+00:00,0,19.09,0
1788,19.09,0.921,AVAXUSDT,2025-04-12 09:44:33+00:00,0,19.09,0
899,19.09,1.742,AVAXUSDT,2025-04-12 09:45:05+00:00,0,19.09,0
900,19.09,54.0,AVAXUSDT,2025-04-12 09:45:05+00:00,0,19.09,0
901,19.09,73.544,AVAXUSDT,2025-04-12 09:45:05+00:00,0,19.09,0
2903,19.09,3.925,AVAXUSDT,2025-04-12 09:45:33+00:00,0,19.09,0
2906,19.09,0.823,AVAXUSDT,2025-04-12 09:45:33+00:00,0,19.09,0
3598,19.09,1.891,AVAXUSDT,2025-04-12 09:46:03+00:00,1,19.1,1
3950,19.1,1.908,AVAXUSDT,2025-04-12 09:46:16+00:00,1,19.1,0
3951,19.1,75.599,AVAXUSDT,2025-04-12 09:46:16+00:00,1,19.1,0
4585,19.1,1.53,AVAXUSDT,2025-04-12 09:46:25+00:00,0,19.1,0
4586,19.1,4.727,AVAXUSDT,2025-04-12 09:46:25+00:00,0,19.1,0
1965,2.31,3.41,AXSUSDT,2025-04-12 09:45:02+00:00,0,2.31,0
1971,2.31,3.64,AXSUSDT,2025-04-12 09:45:02+00:00,0,2.308,0
943,2.308,47.25,AXSUSDT,2025-04-12 09:45:10+00:00,0,2.308,0
944,2.308,28.13,AXSUSDT,2025-04-12 09:45:10+00:00,0,2.309,1
2827,2.309,3.41,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2828,2.309,3.41,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2829,2.309,3.41,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2830,2.309,6.28,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2831,2.309,3.41,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2832,2.309,3.41,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
2833,2.309,4.02,AXSUSDT,2025-04-12 09:45:25+00:00,0,2.309,0
582,313.5,0.163,BCHUSDT,2025-04-12 09:44:32+00:00,0,313.5,0
583,313.5,0.02,BCHUSDT,2025-04-12 09:44:32+00:00,0,313.5,0
584,313.5,0.157,BCHUSDT,2025-04-12 09:44:32+00:00,0,313.5,0
585,313.5,0.165,BCHUSDT,2025-04-12 09:44:32+00:00,0,313.5,0
2905,313.5,0.148,BCHUSDT,2025-04-12 09:45:33+00:00,0,313.4,0
3045,313.4,0.162,BCHUSDT,2025-04-12 09:45:33+00:00,0,313.4,0
3046,313.4,0.019,BCHUSDT,2025-04-12 09:45:33+00:00,0,313.4,0
1490,0.07212,104.03,BOBAUSDT,2025-04-12 09:44:10+00:00,1,0.07213,1
1491,0.07213,104.01,BOBAUSDT,2025-04-12 09:44:10+00:00,1,0.07214,1
1492,0.07214,104.03,BOBAUSDT,2025-04-12 09:44:10+00:00,1,0.07214,0
1493,0.07214,1.26,BOBAUSDT,2025-04-12 09:44:10+00:00,1,0.07211,0
977,0.07211,104.05,BOBAUSDT,2025-04-12 09:45:10+00:00,1,0.07212,1
978,0.07212,104.04,BOBAUSDT,2025-04-12 09:45:10+00:00,1,0.07212,0
979,0.07212,10.83,BOBAUSDT,2025-04-12 09:45:10+00:00,1,0.07205,0
2586,0.07205,145.56,BOBAUSDT,2025-04-12 09:45:11+00:00,1,0.07204,0
3721,0.07204,104.14,BOBAUSDT,2025-04-12 09:46:10+00:00,1,0.07205,1
3722,0.07205,104.13,BOBAUSDT,2025-04-12 09:46:10+00:00,1,0.07205,0
3723,0.07205,135.24,BOBAUSDT,2025-04-12 09:46:10+00:00,1,0.07198,0
3825,0.07198,190.24,BOBAUSDT,2025-04-12 09:46:13+00:00,0,0.07195,0
4093,0.07195,191.25,BOBAUSDT,2025-04-12 09:46:18+00:00,0,0.07192,0
4380,0.07192,141.28,BOBAUSDT,2025-04-12 09:46:22+00:00,0,0.07192,0
4382,0.07192,51.72,BOBAUSDT,2025-04-12 09:46:22+00:00,0,0.07188,0
4383,0.07188,104.3,BOBAUSDT,2025-04-12 09:46:22+00:00,0,0.07187,0
1037,83582.6,0.067422,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1038,83582.6,0.032578,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1039,83582.6,0.001795,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1040,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1041,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1042,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1043,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1044,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1045,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1046,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1047,83582.6,0.001,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
1048,83582.6,0.029938,BTCUSDT,2025-04-12 09:43:31+00:00,0,83582.6,0
4,83582.6,0.001448,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
5,83582.6,0.001752,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
7,83582.6,0.004232,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
8,83582.6,0.005984,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
9,83582.6,0.01,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
10,83582.6,0.007684,BTCUSDT,2025-04-12 09:43:32+00:00,0,83582.6,0
27,83582.6,0.002316,BTCUSDT,2025-04-12 09:43:35+00:00,0,83582.6,0
28,83582.6,0.005359,BTCUSDT,2025-04-12 09:43:35+00:00,0,83582.6,0
36,83582.6,0.004695,BTCUSDT,2025-04-12 09:43:36+00:00,0,83582.6,0
41,83582.6,0.010687,BTCUSDT,2025-04-12 09:43:36+00:00,0,83582.7,1
1049,83582.7,0.000153,BTCUSDT,2025-04-12 09:43:38+00:00,1,83582.7,0
1056,83582.7,0.000209,BTCUSDT,2025-04-12 09:43:41+00:00,1,83582.7,0
1057,83582.7,3.4e-05,BTCUSDT,2025-04-12 09:43:41+00:00,1,83582.6,0
1058,83582.6,0.000184,BTCUSDT,2025-04-12 09:43:41+00:00,0,83582.6,0
1073,83582.6,0.015756,BTCUSDT,2025-04-12 09:43:41+00:00,0,83582.7,1
54,83582.7,0.000126,BTCUSDT,2025-04-12 09:43:44+00:00,1,83582.7,0
55,83582.7,0.000472,BTCUSDT,2025-04-12 09:43:44+00:00,1,83582.7,0
76,83582.7,0.005974,BTCUSDT,2025-04-12 09:43:48+00:00,1,83582.6,0
